时间点,总请求数,卡顿率,⾸首帧加载时⻓长,错误率
2019-05-22T23:15,9270,0.05828855,1284.1547,0.0029126212
2019-05-22T23:20,9097,0.061667692,1247.2867,0.004397054
2019-05-22T23:25,8753,0.059811123,1217.7081,0.0035416428
2019-05-22T23:30,8458,0.068348624,1275.5581,0.0037834004
2019-05-22T23:35,8381,0.06666667,1232.9104,0.0023863502
2019-05-22T23:40,8164,0.05659923,1170.8759,0.0036746692
2019-05-22T23:45,8327,0.05726557,1176.488,0.0049237423
2019-05-22T23:50,7765,0.06017792,1194.3723,0.0025756601
2019-05-22T23:55,7635,0.062937066,1257.021,0.0031434186
2019-05-23T00:00,7335,0.05981972,1194.4874,0.0034083163
2019-05-23T00:05,6871,0.053637944,1233.4822,0.003929559
2019-05-23T00:10,6527,0.06334149,1234.8527,0.0032174047
2019-05-23T00:15,6283,0.07051482,1252.4658,0.003501512
2019-05-23T00:20,5824,0.065784894,1184.0139,0.003434066
2019-05-23T00:25,5730,0.056597456,1144.3159,0.002443281
2019-05-23T00:30,5525,0.0639881,1098.9808,0.0043438915
2019-05-23T00:35,5347,0.057726152,1092.0417,0.0026182907
2019-05-23T00:40,5231,0.058082577,1145.1152,0.0019116803
2019-05-23T00:45,4772,0.062088817,1170.6649,0.0027242247
2019-05-23T00:50,4847,0.05682715,1180.5436,0.0024757583
2019-05-23T00:55,4637,0.05624201,1157.1898,0.0043131337
2019-05-23T01:00,4407,0.05740988,1118.8087,0.0036305876
2019-05-23T01:05,4126,0.048525214,1041.015,0.0041202134
2019-05-23T01:10,4026,0.042633824,1093.0665,0.002483855
2019-05-23T01:15,4020,0.05443845,1097.6995,0.0027363184
2019-05-23T01:20,3631,0.056955647,1185.9948,0.0044064997
2019-05-23T01:25,3633,0.0510038,1152.0823,0.0022020368
2019-05-23T01:30,3438,0.05678885,1207.9142,0.0029086678
2019-05-23T01:35,3303,0.053254437,1148.5876,0.0030275506
2019-05-23T01:40,3248,0.04359383,1207.4741,0.00523399
2019-05-23T01:45,3146,0.058103975,1316.5146,0.004132231
2019-05-23T01:50,3037,0.045507584,1209.9127,0.0013170892
2019-05-23T01:55,3056,0.04339964,1166.572,0.004581152
2019-05-23T02:00,2712,0.055706523,1178.5664,0.0047935103
2019-05-23T02:05,2683,0.057704918,1187.4093,0.0040998883
2019-05-23T02:10,2770,0.0505689,1254.0072,0.00433213
2019-05-23T02:15,2637,0.04667124,1106.6045,0.0030337505
2019-05-23T02:20,2573,0.05,1134.04,0.0027205597
2019-05-23T02:25,2512,0.06264324,1160.5275,0.0031847134
2019-05-23T02:30,2462,0.04644809,1096.2859,0.0040617385
2019-05-23T02:35,2416,0.053333335,1293.1892,0.0024834438
2019-05-23T02:40,2342,0.049228508,1271.9629,0.0034158838
2019-05-23T02:45,2412,0.046376813,1228.0083,0.0049751243
2019-05-23T02:50,2211,0.049354594,1208.1053,0.0063319765
2019-05-23T02:55,2352,0.04407295,1210.6849,0.0046768705
2019-05-23T03:00,2234,0.056956876,1310.2153,0.0022381379
2019-05-23T03:05,2257,0.04621212,1263.9978,0.005316792
2019-05-23T03:10,2196,0.03828484,1187.3387,0.005919854
2019-05-23T03:15,2106,0.0453125,1086.4806,0.004748338
2019-05-23T03:20,2082,0.032207385,965.48846,0.0028818443
2019-05-23T03:25,2091,0.04493392,1108.593,0.0033476804
2019-05-23T03:30,2244,0.040977146,1149.2932,0.0013368984
2019-05-23T03:35,2247,0.043035995,1033.3085,0.0017801513
2019-05-23T03:40,2209,0.03623747,1160.7334,0.0049796286
2019-05-23T03:45,2235,0.051846035,1138.6985,0.0040268456
2019-05-23T03:50,2251,0.04730229,1164.3523,0.005330964
2019-05-23T03:55,2356,0.047286823,1131.3934,0.004244482
2019-05-23T04:00,2376,0.041124057,1246.6296,0.005892256
2019-05-23T04:05,2460,0.04494382,1113.9138,0.0044715446
2019-05-23T04:10,2313,0.04761905,1078.3048,0.0030263728
2019-05-23T04:15,2441,0.040361866,1198.6239,0.0036870134
2019-05-23T04:20,2620,0.047936086,1119.9442,0.004961832
2019-05-23T04:25,2615,0.039384615,1101.0222,0.004206501
2019-05-23T04:30,2767,0.043941412,1081.1984,0.00650524
2019-05-23T04:35,2830,0.044162128,1074.5721,0.006360424
2019-05-23T04:40,3007,0.039089847,1051.9229,0.004323246
2019-05-23T04:45,3198,0.037301153,1021.6573,0.0040650405
2019-05-23T04:50,3346,0.03972088,1052.1731,0.0050806934
2019-05-23T04:55,3455,0.0429727,1135.9633,0.0054992763
2019-05-23T05:00,3440,0.038423646,1073.4462,0.008430232
2019-05-23T05:05,3553,0.039883267,1074.7715,0.0075992118
2019-05-23T05:10,3865,0.0339213,1109.9661,0.0075032343
2019-05-23T05:15,3882,0.04352227,1147.194,0.0072127767
2019-05-23T05:20,3915,0.045513652,1196.7505,0.0056194123
2019-05-23T05:25,4204,0.04280822,1096.3977,0.0057088486
2019-05-23T05:30,4431,0.04796905,1052.6351,0.008124577
2019-05-23T05:35,4296,0.05682782,1181.703,0.009776536
2019-05-23T05:40,4624,0.047841307,1106.2472,0.008434256
2019-05-23T05:45,4883,0.04967834,1258.6649,0.0069629326
2019-05-23T05:50,5092,0.053448897,1222.8365,0.0058915946
2019-05-23T05:55,5285,0.042732168,1202.5529,0.0073793754
2019-05-23T06:00,5400,0.051413007,1123.5569,0.009444444
2019-05-23T06:05,5445,0.048622917,1196.6351,0.0058769514
2019-05-23T06:10,5480,0.041680127,1158.622,0.0049270075
2019-05-23T06:15,5440,0.04697352,1118.0299,0.0071691177
2019-05-23T06:20,5666,0.043763675,1196.6908,0.00653018
2019-05-23T06:25,5455,0.04494382,1115.0636,0.0053162235
2019-05-23T06:30,5472,0.04449353,1052.724,0.0069444445
2019-05-23T06:35,5478,0.046767104,1176.647,0.006024096
2019-05-23T06:40,5550,0.056395717,1159.5417,0.008468469
2019-05-23T06:45,5517,0.046915166,1138.0343,0.005075222
2019-05-23T06:50,5462,0.05346216,1140.2078,0.0058586597
2019-05-23T06:55,5591,0.05365698,1159.4747,0.0082275085
2019-05-23T07:00,5405,0.046849225,1095.4884,0.0053654024
2019-05-23T07:05,5565,0.049127907,1211.9202,0.004851752
2019-05-23T07:10,5408,0.048580628,1210.1606,0.00591716
2019-05-23T07:15,5360,0.046181172,1268.5848,0.0052238805
2019-05-23T07:20,5360,0.045952525,1305.5931,0.0054104477
2019-05-23T07:25,5166,0.057116393,1323.9498,0.007936508
2019-05-23T07:30,4944,0.052368246,1243.246,0.00829288
2019-05-23T07:35,4912,0.055466495,1368.4777,0.005903909
2019-05-23T07:40,4714,0.047733415,1301.4327,0.006151888
2019-05-23T07:45,4720,0.049152542,1234.901,0.004237288
2019-05-23T07:50,4421,0.05083541,1270.3961,0.0045238636
2019-05-23T07:55,4667,0.04087737,1264.3958,0.0044996785
2019-05-23T08:00,4603,0.0531316,1291.2822,0.008689985
2019-05-23T08:05,4649,0.06217424,1326.3151,0.0060228007
2019-05-23T08:10,4460,0.055813953,1336.8877,0.0049327356
2019-05-23T08:15,4382,0.057684552,1216.9368,0.0050205383
2019-05-23T08:20,4489,0.055093143,1280.4745,0.0077968366
2019-05-23T08:25,4536,0.058753,1281.046,0.0066137565
2019-05-23T08:30,4553,0.04956268,1385.57,0.0057105203
2019-05-23T08:35,4694,0.057510406,1320.5363,0.00511291
2019-05-23T08:40,4664,0.053432137,1364.4589,0.0062178387
2019-05-23T08:45,4749,0.05420153,1282.4565,0.004632554
2019-05-23T08:50,4659,0.06516588,1340.5884,0.0060098735
2019-05-23T08:55,4891,0.06885379,1365.2666,0.0055203433
2019-05-23T09:00,4836,0.060337894,1349.409,0.005376344
2019-05-23T09:05,4904,0.056879323,1277.5791,0.0040783035
2019-05-23T09:10,4872,0.056561086,1219.2935,0.0047208536
2019-05-23T09:15,4922,0.06004448,1218.1444,0.004063389
2019-05-23T09:20,5241,0.05988244,1214.1888,0.0036252623
2019-05-23T09:25,5026,0.05281567,1237.6852,0.0039793076
2019-05-23T09:30,4929,0.055772647,1298.3871,0.005072023
2019-05-23T09:35,4976,0.054778997,1257.4982,0.003818328
2019-05-23T09:40,5258,0.056031406,1240.4479,0.0030429822
2019-05-23T09:45,5093,0.0666162,1309.6592,0.006086786
2019-05-23T09:50,5282,0.053127103,1254.8105,0.0041650888
2019-05-23T09:55,5354,0.052060045,1272.8949,0.0050429585
2019-05-23T10:00,5441,0.058097314,1228.1869,0.0053299027
2019-05-23T10:05,5460,0.056959894,1302.3433,0.0018315018
2019-05-23T10:10,5362,0.05001667,1225.6699,0.0041029467
2019-05-23T10:15,5554,0.058531746,1321.8048,0.005581563
2019-05-23T10:20,5403,0.063432835,1270.6498,0.0051823063
2019-05-23T10:25,5666,0.06419589,1272.6818,0.005118249
2019-05-23T10:30,5350,0.058404073,1312.3068,0.0044859815
2019-05-23T10:35,5697,0.06011961,1318.6779,0.0036861505
2019-05-23T10:40,5938,0.056662515,1294.7501,0.0035365443
2019-05-23T10:45,5872,0.0645582,1290.0779,0.0039168936
2019-05-23T10:50,5835,0.055309735,1211.7144,0.0027420737
2019-05-23T10:55,6043,0.05790441,1258.1763,0.0052953833
2019-05-23T11:00,6087,0.053142857,1209.734,0.003285691
2019-05-23T11:05,6080,0.05515449,1232.5969,0.003618421
2019-05-23T11:10,5993,0.063432835,1281.2819,0.004338395
2019-05-23T11:15,6238,0.0553811,1261.1628,0.0036870793
2019-05-23T11:20,6106,0.061397985,1279.7792,0.0022928268
2019-05-23T11:25,6306,0.061567165,1327.8514,0.004440216
2019-05-23T11:30,6295,0.06198229,1271.7125,0.0038125496
2019-05-23T11:35,6183,0.062371287,1336.092,0.005175481
2019-05-23T11:40,6452,0.0634965,1333.0587,0.004649721
2019-05-23T11:45,6483,0.062002275,1277.3323,0.004627487
2019-05-23T11:50,6393,0.06096882,1388.4087,0.005631159
2019-05-23T11:55,6555,0.058871627,1376.664,0.0050343247
2019-05-23T12:00,6881,0.06382408,1317.7417,0.0036331927
2019-05-23T12:05,6915,0.06747178,1399.1726,0.0065075923
2019-05-23T12:10,7305,0.05456853,1363.4381,0.0046543465
2019-05-23T12:15,7364,0.0665155,1394.7671,0.0043454645
2019-05-23T12:20,7561,0.06584956,1364.8386,0.003306441
2019-05-23T12:25,7793,0.05790593,1417.7081,0.004876171
2019-05-23T12:30,8141,0.064682186,1357.0524,0.0067559266
2019-05-23T12:35,8407,0.06496729,1350.4211,0.00475794
2019-05-23T12:40,8506,0.06380614,1406.8646,0.005407947
2019-05-23T12:45,8526,0.06561036,1354.8206,0.0045742434
2019-05-23T12:50,8488,0.060061377,1334.3281,0.0050659757
2019-05-23T12:55,8720,0.05785124,1303.4751,0.0041284403
2019-05-23T13:00,8886,0.059634015,1248.2881,0.0041638534
2019-05-23T13:05,8251,0.062241618,1245.7625,0.0052114897
2019-05-23T13:10,8272,0.05875629,1235.8527,0.0050773695
2019-05-23T13:15,8225,0.056750573,1202.0461,0.0044984804
2019-05-23T13:20,8071,0.064266734,1323.3868,0.0056994176
2019-05-23T13:25,8159,0.062413316,1228.4596,0.0049025617
2019-05-23T13:30,8220,0.0655106,1253.9653,0.0040145987
2019-05-23T13:35,8012,0.058795862,1251.1343,0.005242137
2019-05-23T13:40,7894,0.05823199,1279.0474,0.0034203192
2019-05-23T13:45,7518,0.054958183,1285.3086,0.004256451
2019-05-23T13:50,7551,0.054658387,1269.5377,0.0052973116
2019-05-23T13:55,7803,0.055287853,1263.8772,0.0037165193
2019-05-23T14:00,7414,0.056123722,1378.4576,0.0045859185
2019-05-23T14:05,7475,0.063317634,1299.7478,0.003478261
2019-05-23T14:10,7549,0.05876235,1342.9897,0.0035766326
2019-05-23T14:15,7529,0.05955335,1293.8307,0.002789215
2019-05-23T14:20,7328,0.05623342,1275.5801,0.003684498
2019-05-23T14:25,7501,0.05105682,1250.0966,0.0038661512
2019-05-23T14:30,7386,0.057069845,1297.0074,0.004874086
2019-05-23T14:35,7197,0.054650843,1243.6276,0.00430735
2019-05-23T14:40,7341,0.05509715,1296.8788,0.003677973
2019-05-23T14:45,7349,0.050614607,1295.0724,0.0044904067
2019-05-23T14:50,7339,0.050453816,1371.0297,0.0049053007
2019-05-23T14:55,7154,0.06267888,1267.1259,0.0032149847
2019-05-23T15:00,7019,0.061230093,1354.2762,0.0037042315
2019-05-23T15:05,7313,0.062169313,1360.5199,0.0043757693
2019-05-23T15:10,7220,0.0471317,1384.7174,0.0034626038
2019-05-23T15:15,7123,0.05909213,1305.8198,0.00505405
2019-05-23T15:20,7329,0.05500262,1244.7919,0.0027288853
2019-05-23T15:25,7031,0.05554065,1314.5927,0.0042668185
2019-05-23T15:30,6990,0.055006675,1207.8909,0.0028612304
2019-05-23T15:35,7114,0.055426054,1214.7301,0.004217037
2019-05-23T15:40,6920,0.054938957,1376.5975,0.0018786127
2019-05-23T15:45,6795,0.056811593,1245.1633,0.003826343
2019-05-23T15:50,6725,0.05506312,1210.3007,0.0032713755
2019-05-23T15:55,6905,0.050997782,1205.8179,0.004923968
2019-05-23T16:00,6745,0.05080771,1295.2054,0.0032616754
2019-05-23T16:05,6695,0.057377048,1317.9408,0.0035847647
2019-05-23T16:10,6735,0.05107604,1322.9583,0.00311804
2019-05-23T16:15,6723,0.04829857,1208.4933,0.0029748625
2019-05-23T16:20,6636,0.0543131,1351.7994,0.004219409
2019-05-23T16:25,6488,0.05528778,1261.4967,0.00215783
2019-05-23T16:30,6526,0.04923077,1337.9678,0.00429053
2019-05-23T16:35,6467,0.048049744,1203.066,0.0029379928
2019-05-23T16:40,6500,0.061799455,1277.7599,0.0044615385
2019-05-23T16:45,6365,0.0544919,1294.6611,0.0029850747
2019-05-23T16:50,6389,0.055420958,1301.0867,0.0053216466
2019-05-23T16:55,6265,0.06159084,1310.0276,0.003990423
2019-05-23T17:00,6232,0.05467372,1259.4244,0.0051347883
2019-05-23T17:05,6191,0.060749136,1313.9004,0.002422872
2019-05-23T17:10,6423,0.05110537,1365.1129,0.0032695003
2019-05-23T17:15,6396,0.06046094,1286.3499,0.0025015634
2019-05-23T17:20,6255,0.049274486,1251.2087,0.0038369305
2019-05-23T17:25,6252,0.057073466,1400.1335,0.0057581575
2019-05-23T17:30,6128,0.05862388,1280.85,0.005548303
2019-05-23T17:35,6107,0.061395347,1328.6509,0.0067136073
2019-05-23T17:40,6138,0.054539822,1329.7065,0.004072988
2019-05-23T17:45,6418,0.05765819,1343.5142,0.0052976003
2019-05-23T17:50,6206,0.0675544,1297.6459,0.0048340317
2019-05-23T17:55,6281,0.0658701,1318.3241,0.00493552
2019-05-23T18:00,6427,0.0676623,1280.7078,0.004823401
2019-05-23T18:05,6359,0.05684149,1314.3068,0.004717723
2019-05-23T18:10,6355,0.06641855,1413.6528,0.005192762
2019-05-23T18:15,6584,0.05949949,1421.1111,0.005012151
2019-05-23T18:20,6592,0.062382866,1406.538,0.005612864
2019-05-23T18:25,6672,0.05770235,1453.9796,0.0049460432
2019-05-23T18:30,6770,0.063689,1416.5366,0.0047267354
2019-05-23T18:35,7015,0.05758056,1325.3451,0.0037063435
2019-05-23T18:40,6955,0.064600155,1438.747,0.008195543
2019-05-23T18:45,7307,0.05859842,1361.3156,0.0030108115
2019-05-23T18:50,7286,0.06262575,1440.103,0.005489981
2019-05-23T18:55,7305,0.06507434,1369.1814,0.003285421
2019-05-23T19:00,7422,0.061758295,1347.1637,0.0045809755
2019-05-23T19:05,7411,0.05304136,1407.4609,0.0043179058
2019-05-23T19:10,7458,0.06557771,1370.3638,0.0075087156
2019-05-23T19:15,7727,0.06320325,1475.016,0.0047884043
2019-05-23T19:20,7916,0.058079097,1449.7268,0.0042950986
2019-05-23T19:25,7746,0.068891026,1419.1842,0.004518461
2019-05-23T19:30,8364,0.06361044,1518.2468,0.0047824006
2019-05-23T19:35,8519,0.059967253,1464.4211,0.0055170795
2019-05-23T19:40,8599,0.059983045,1368.0864,0.0047679963
2019-05-23T19:45,8643,0.06283925,1385.7289,0.005090825
2019-05-23T19:50,8804,0.05522209,1372.2759,0.0049977284
2019-05-23T19:55,9250,0.061309524,1439.9412,0.0045405407
2019-05-23T20:00,9356,0.0693736,1459.1357,0.0051303976
2019-05-23T20:05,10048,0.06864456,1627.037,0.0046775476
2019-05-23T20:10,10234,0.06791483,1447.2588,0.0042993943
2019-05-23T20:15,10759,0.06229163,1521.4799,0.004461381
2019-05-23T20:20,11093,0.06640625,1466.1439,0.0049580815
2019-05-23T20:25,11661,0.070487484,1457.1584,0.0052311122
2019-05-23T20:30,11798,0.06444112,1434.4807,0.005255128
2019-05-23T20:35,11779,0.06426814,1446.4865,0.0055182953
2019-05-23T20:40,11680,0.071091644,1458.1029,0.004109589
2019-05-23T20:45,11534,0.07150153,1499.657,0.0058956128
2019-05-23T20:50,11808,0.06947891,1525.4631,0.0050813006
2019-05-23T20:55,12387,0.07162834,1433.3787,0.004682328
2019-05-23T21:00,12648,0.06259292,1448.0514,0.004664769
2019-05-23T21:05,13144,0.066056445,1446.895,0.003804017
2019-05-23T21:10,12968,0.07017011,1431.7705,0.004241209
2019-05-23T21:15,13359,0.07331641,1444.1368,0.0042667864
2019-05-23T21:20,13637,0.06781678,1422.064,0.0034465059
2019-05-23T21:25,13691,0.0657971,1390.2286,0.004382441
2019-05-23T21:30,14163,0.06978037,1394.7859,0.003883358
2019-05-23T21:35,14137,0.0691602,1392.9419,0.0047393367
2019-05-23T21:40,13994,0.06883853,1437.4602,0.003287123
2019-05-23T21:45,13723,0.074218184,1495.849,0.005028055
2019-05-23T21:50,13781,0.062094532,1422.5522,0.0041361293
2019-05-23T21:55,14308,0.068464145,1413.9645,0.0038440034
2019-05-23T22:00,14196,0.06413994,1428.2886,0.0038743308
2019-05-23T22:05,13654,0.06382667,1406.315,0.004906987
2019-05-23T22:10,13897,0.07098091,1346.5983,0.0042455206
2019-05-23T22:15,13461,0.07039738,1342.7885,0.0031944134
2019-05-23T22:20,13616,0.06794326,1384.867,0.0046269097
2019-05-23T22:25,13422,0.07365658,1400.1687,0.0038742363
2019-05-23T22:30,12819,0.06533209,1354.5774,0.0033543957
2019-05-23T22:35,12340,0.06610616,1433.0266,0.0056726094
2019-05-23T22:40,12264,0.06721559,1417.2928,0.003995434
2019-05-23T22:45,11787,0.060405027,1480.8031,0.0039026046
2019-05-23T22:50,11388,0.0667263,1365.8479,0.004917457
2019-05-23T22:55,11106,0.07232938,1342.4404,0.0037817396
2019-05-23T23:00,10486,0.07030211,1353.927,0.0039099753
2019-05-23T23:05,10272,0.066076696,1376.9089,0.003991433
2019-05-23T23:10,10239,0.057642616,1350.9045,0.0033206367
2019-05-23T23:15,9539,0.06778188,1310.6515,0.004927141
2019-05-23T23:20,9028,0.071618624,1396.1256,0.0047629597
2019-05-23T23:25,8630,0.05918092,1333.0787,0.0034762456
2019-05-23T23:30,8448,0.06723508,1275.8835,0.0034327651
2019-05-23T23:35,7983,0.06145675,1372.6212,0.004133784
2019-05-23T23:40,8386,0.06032204,1217.267,0.0038158835
2019-05-23T23:45,7983,0.055725973,1290.588,0.0045095826
2019-05-23T23:50,8042,0.058630276,1334.3151,0.002113902
2019-05-23T23:55,7645,0.058546785,1304.8295,0.0031393068
2019-05-24T00:00,7453,0.062329885,1292.9905,0.0045619216
2019-05-24T00:05,6925,0.07090464,1421.0126,0.004043321
2019-05-24T00:10,6835,0.06591449,1313.8489,0.0030724213
2019-05-24T00:15,6594,0.05553989,1319.1519,0.0030330603
2019-05-24T00:20,6421,0.06251944,1370.9861,0.0049836473
2019-05-24T00:25,5995,0.059555855,1308.761,0.0026688906
2019-05-24T00:30,5761,0.061888114,1338.2843,0.0029508765
2019-05-24T00:35,5609,0.057011332,1260.7008,0.0037439829
2019-05-24T00:40,5302,0.061882094,1331.0515,0.004149378
2019-05-24T00:45,5180,0.051923078,1311.3448,0.0046332045
2019-05-24T00:50,4907,0.059027776,1366.3159,0.0042796005
2019-05-24T00:55,4683,0.051230334,1220.9434,0.0046978435
2019-05-24T01:00,4505,0.056514237,1200.9479,0.0028856825
2019-05-24T01:05,4178,0.0503663,1172.3378,0.0033508856
2019-05-24T01:10,4054,0.047948364,1253.181,0.0024666996
2019-05-24T01:15,3840,0.060106643,1301.7484,0.0018229167
2019-05-24T01:20,3900,0.05962191,1278.1895,0.0028205127
2019-05-24T01:25,3681,0.053306,1281.3999,0.0032599836
2019-05-24T01:30,3520,0.05458638,1258.3392,0.0039772727
2019-05-24T01:35,3506,0.05292479,1084.4296,0.0028522534
2019-05-24T01:40,3194,0.04786036,1122.2739,0.0050093927
2019-05-24T01:45,3313,0.04485646,1291.7878,0.0030184123
2019-05-24T01:50,3133,0.0502693,1297.654,0.0035110118
2019-05-24T01:55,2995,0.048447207,1241.5513,0.004006678
2019-05-24T02:00,2967,0.05922865,1268.6185,0.003033367
2019-05-24T02:05,2739,0.04918033,1115.583,0.002920774
2019-05-24T02:10,2778,0.04905167,1292.252,0.005039597
2019-05-24T02:15,2716,0.05543399,1311.9677,0.003681885
2019-05-24T02:20,2675,0.045386903,1110.8157,0.0018691589
2019-05-24T02:25,2625,0.0393586,1226.4446,0.0034285714
2019-05-24T02:30,2494,0.050632913,1252.8977,0.00521251
2019-05-24T02:35,2489,0.037568305,1182.4484,0.0032141423
2019-05-24T02:40,2391,0.054237287,1179.9774,0.0033458804
2019-05-24T02:45,2304,0.039028622,1132.731,0.0013020834
2019-05-24T02:50,2397,0.04736025,1224.9858,0.002920317
2019-05-24T02:55,2214,0.051215276,1305.8866,0.002258356
2019-05-24T03:00,2177,0.038398694,1303.5889,0.005512173
2019-05-24T03:05,2241,0.050040357,1347.5002,0.0035698349
2019-05-24T03:10,2293,0.042721517,1262.18,8.722198E-4
2019-05-24T03:15,2200,0.06084656,1203.7291,0.0036363637
2019-05-24T03:20,2363,0.05175292,1230.3369,0.005924672
2019-05-24T03:25,2221,0.047313552,1238.4808,0.004502476
2019-05-24T03:30,2323,0.046586346,1186.106,0.0034438227
2019-05-24T03:35,3163,0.04627451,3707.9658,0.0028454
2019-05-24T03:40,2211,0.045038167,1273.3075,0.0058796923
2019-05-24T03:45,2201,0.049011856,1308.4225,0.0040890505
2019-05-24T03:50,2236,0.04659189,1208.3793,0.004472272
2019-05-24T03:55,2345,0.038636364,1158.1425,0.0017057569
2019-05-24T04:00,2410,0.03736264,1222.1971,0.0024896266
2019-05-24T04:05,2382,0.05421687,1304.7893,0.004198153
2019-05-24T04:10,2412,0.03653586,1293.1086,0.007048093
2019-05-24T04:15,2636,0.047124047,1179.3259,0.0053110775
2019-05-24T04:20,2684,0.041722745,1284.9579,0.0070789866
2019-05-24T04:25,2820,0.03742982,1346.233,0.008156029
2019-05-24T04:30,2758,0.03432343,1198.2847,0.0047135605
2019-05-24T04:35,2945,0.044991,1109.2683,0.0067911716
2019-05-24T04:40,3018,0.039346248,1171.4208,0.003976143
2019-05-24T04:45,3121,0.045002922,1214.7411,0.005767382
2019-05-24T04:50,3230,0.04313099,1170.2078,0.005882353
2019-05-24T04:55,3367,0.050619278,1193.7357,0.004752005
2019-05-24T05:00,3714,0.04318937,1127.2367,0.00726979
2019-05-24T05:05,3895,0.040495474,1138.1243,0.0071887034
2019-05-24T05:10,3850,0.039712917,1122.4698,0.0064935065
2019-05-24T05:15,4176,0.04283802,1168.8018,0.008381226
2019-05-24T05:20,4413,0.03746275,1030.4221,0.004305461
2019-05-24T05:25,4477,0.043333333,1143.2638,0.008487826
2019-05-24T05:30,4563,0.036758892,1054.1353,0.004383081
2019-05-24T05:35,4739,0.045696877,1105.5552,0.0052753747
2019-05-24T05:40,4807,0.04883907,1074.1782,0.009777408
2019-05-24T05:45,5127,0.047400072,1165.8444,0.0093622
2019-05-24T05:50,5117,0.046033993,1134.557,0.0050811023
2019-05-24T05:55,5411,0.045409348,1161.0594,0.00868601
2019-05-24T06:00,5112,0.044935808,1167.0554,0.0060641626
2019-05-24T06:05,5265,0.04860393,1111.0731,0.0053181387
2019-05-24T06:10,5415,0.045822103,1163.6897,0.007017544
2019-05-24T06:15,5553,0.049584027,1094.3927,0.0075634792
2019-05-24T06:20,5791,0.04898759,1253.1295,0.007597997
2019-05-24T06:25,5659,0.059039358,1209.162,0.006361548
2019-05-24T06:30,5611,0.04609929,1117.7966,0.0051684193
2019-05-24T06:35,5658,0.047511313,1136.0364,0.0058324495
2019-05-24T06:40,5769,0.049933422,1132.9757,0.0053735483
2019-05-24T06:45,5728,0.05344995,1214.5961,0.006634078
2019-05-24T06:50,5640,0.060462173,1328.701,0.0076241135
2019-05-24T06:55,5660,0.05273129,1235.1085,0.0049469965
2019-05-24T07:00,5520,0.046893667,1276.3411,0.0074275364
